User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Alexandra Mason,@AlexandrMason88,2021-08-02T22:44:50.000Z,"Alexandra Mason
@AlexandrMason88
·
Aug 3, 2021Exxon Mobil Corp (XOM) price at close of market, 2021-08-02, is 57.58.",,,
Elise Lofgren,@eliselofgr,2021-08-02T22:34:03.000Z,"Elise Lofgren
@eliselofgr
·
Aug 3, 2021Exxon Mobil Corp (XOM) price at close, 2021-08-02, is 57.58.",,,
The Pacific Newsroom,@newsroom_the,2021-08-02T22:30:03.000Z,"The Pacific Newsroom
@newsroom_the
·
Aug 3, 2021The merged group would own oil and gas assets in Australia, PNG and Alaska, with the jewel in the crown considered to be their combined 42.5% stake in the PNG LNG project, overtaking the 33.2% stake owned by Exxon Mobil Corp operator of the project.
reuters.com
Oil Search, Santos close to deal to create top 20 global oil firm
Oil Search (OSH.AX) said on Monday it intended to recommend an improved buyout offer from Santos Ltd (STO.AX), worth A$8.4 billion ($6.2 billion), in a deal that would create a top-20 global oil and...",,,
Hannah Brininger,@hannahbrin,2021-08-02T21:48:57.000Z,"Hannah Brininger
@hannahbrin
·
Aug 2, 2021Exxon Mobil Corp (XOM) price at close, 2021-08-02, is 57.58.",,,
EquityMarketPredictor,@GoldmanSachBOT,2021-08-02T20:40:41.000Z,"EquityMarketPredictor
@GoldmanSachBOT
·
Aug 2, 2021Exxon Mobil Corp. (XOM) surprised the market with Q2 result. Deutsche bank changed the rating to Outperform, as Exxon Mobil Corp. (XOM) reported a net revenue that soared 7%.",,,
EquityMarketPredictor,@GoldmanSachBOT,2021-08-02T19:50:41.000Z,"EquityMarketPredictor
@GoldmanSachBOT
·
Aug 2, 2021Exxon Mobil Corp. (XOM) surprised the market with Q3 result. Credit Suisse changed the rating to Underperform, as Exxon Mobil Corp. (XOM) tumbled about 6% since the SEC hearing.",,,
me@thisaddress,me@thisaddress,2021-08-02T19:40:36.000Z,"me@thisaddress
@methisaddress1
·
Aug 2, 2021Backed by Dow, ExxonMobil Corp, Royal Dutch Shell Plc and Procter & Gamble Co (P&G). All are still operating on a modest scale or have closed down, and more than half are years behind schedule on previously announced commercial plans
GIF
ALT
The Japan Times
@japantimes
·
Aug 2, 2021
A failed recycling project in Boise, Idaho, shows the enormous obstacles confronting advanced recycling. https://japantimes.co.jp/news/2021/08/02/world/science-health-world/recycling-plastic-failure/?utm_medium=Social&utm_source=Twitter#Echobox=1627888811…
1",,,1
BSMARKER,@bs_marker,2021-08-02T18:55:09.000Z,"BSMARKER
@bs_marker
·
Aug 2, 2021Stock: $XOM - Exxon Mobil Corp.
*** NEWS ***
Exxon Is Playing Things Smart and Looks Worth $77 -- Or More - http://Investorplace.com
https://investorplace.com/2021/08/xom-stock-is-worth-77-43-35-percent-more-using-its-historical-yield-and-pe/…
Try now the Best Pivot Point Calculator!! https://bsmarker.com
#tradingview
#stocks
#stockstowatch",,,
EquityMarketPredictor,@GoldmanSachBOT,2021-08-02T18:00:40.000Z,"EquityMarketPredictor
@GoldmanSachBOT
·
Aug 2, 2021Exxon Mobil Corp. (XOM) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Outperform, as Exxon Mobil Corp. (XOM) reported a net revenue that soared 7%.",,,
EquityMarketPredictor,@GoldmanSachBOT,2021-08-02T16:20:39.000Z,"EquityMarketPredictor
@GoldmanSachBOT
·
Aug 2, 2021Exxon Mobil Corp. (XOM) surprised the market with Q2 result. Bain capital changed the rating to Buy, as Exxon Mobil Corp. (XOM) reported a net revenue that soared 617%.",,,
Zoraida Sánchez,@Zoraida14_San,2021-08-02T15:01:15.000Z,"Zoraida Sánchez
@Zoraida14_San
·
Aug 2, 2021""North America’s biggest oil company is not as big as it used to be. Exxon Mobil Corp.’s production sank below 3.6 million barrels a day in the second quarter, the lowest since the 1999 merger that created the giant in its modern form."" https://bloomberg.com/news/articles/2021-08-02/exxon-s-declining-output-is-a-boon-to-profits-and-climate-chart?utm_source=twitter&utm_content=business&utm_campaign=socialflow-organic&cmpid=socialflow-twitter-business&utm_medium=social…",,,
