User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Trino Márquez,@TrinoMarquez,2022-08-28T23:41:12.000Z,"Trino Márquez
@TrinoMarquez
·
Aug 29, 2022Trino Márquez: ConocoPhillips: de gracia a morisqueta - Informe21 - https://goo.gl/alerts/VrncE8 #GoogleAlerts
informe21.com
ConocoPhillips: de gracia a morisqueta
En medio de la embriaguez que le produjo a Hugo Chávez el aumento intempestivo y, luego, sostenido de los precios del petróleo durante la primera década de su gobierno, el Comandante se imaginó que...",,,
greenBuilt Intl Bldg Co,@gbibuildingco,2022-08-28T22:33:22.000Z,"greenBuilt Intl Bldg Co
@gbibuildingco
·
Aug 29, 2022Offset YOUR #CarbonFootprint NOW!

Use our Certified #CarbonOffsets!

Visit us: …http://BuiltInternationalBuildingCompany.com.

Contact us: gbibuildingco@outlook.com. #carboncredits #carbontax 
@AirChinaNA
 @Conoco
 @conocophillips
 @MarathonOil
 @bakerhughesco
 @DukeEnergy
 #Schlumberger 
@Enbridge
 RT
1
1",,1,1
Susan Fontanes,@FontanesSusan,2022-08-28T21:52:32.000Z,"Susan Fontanes
@FontanesSusan
·
Aug 28, 2022If we let ConocoPhillips extract and burn the Western Arctic’s fossil fuels, it will be a massive setback to our efforts to protect the world from climate change. We must act now to protect the Western Arctic!
actnow.lcv.org
URGENT: It's Not Too Late - Protect the Western Arctic and Our Climate Progress!
If we let ConocoPhillips extract and burn the Western Arctic’s fossil fuels, it will be a massive setback to our efforts to protect the world from climate change. We must act now to protect the...",,,
Efecto Cocuyo,@EfectoCocuyo,2022-08-28T21:36:02.000Z,"Efecto Cocuyo
@EfectoCocuyo
·
Aug 28, 2022Se reparten las culpas. Un juez en EEUU ordenó al Estado venezolano pagar $8.700 millones a ConocoPhillips. Descarga aquí una nueva edición de #Cocuyo7  https://bit.ly/3PPlKLT
1
1
2",1,1,2
HispanoPost,@hispanopost,2022-08-28T21:05:00.000Z,"HispanoPost
@hispanopost
·
Aug 28, 2022#ExclusivoHispanoPost | Pago de 8.700 millones de dólares a ConocoPhillips tendrá “implicaciones terribles” para Venezuela, afirma Dolores Dobarro, exviceministra de Energía y Minas https://bit.ly/3wCnC3P 

Por  
@IsgloviA
hispanopost.com
""Sentencia a favor de ConocoPhillips es terrible para Venezuela sea quien sea el presidente"" -...
Dolores Dobarro, sostuvo que la sentencia a favor de Conoco Phillips es terrible para la República de Venezuela, sea quien sea el presidente.
1",,,1
Friends of the Earth (Action),@foe_us,2022-08-28T19:30:20.000Z,"Friends of the Earth (Action)
@foe_us
·
Aug 28, 2022Fact #2: ConocoPhillips’ Willow project would pump nearly 600 MILLION barrels of oil over the span of 30 years.
https://westernarctic.org/take-action.html…
1
10
9",1,10,9
Alaska State Fair,@AlaskaStateFair,2022-08-28T19:18:53.000Z,"Alaska State Fair
@AlaskaStateFair
·
Aug 28, 2022 At 6pm, get your laughs at the ConocoPhillips Borealis Theatre with the world’s largest collection of clean stand-up. DRY BAR COMEDY. Always clever. Always clean! It might be called Dry Bar Comedy but there will be alcohol served to 21 and over. It’s Comedy for Everyone!!
1",1,,
HispanoPost,@hispanopost,2022-08-28T19:05:00.000Z,"HispanoPost
@hispanopost
·
Aug 28, 2022#ExclusivoHispanoPost | ""Sentencia a favor de ConocoPhillips es terrible para Venezuela sea quien sea el presidente"" https://bit.ly/3wCnC3P

Por  
@IsgloviA
hispanopost.com
""Sentencia a favor de ConocoPhillips es terrible para Venezuela sea quien sea el presidente"" -...
Dolores Dobarro, sostuvo que la sentencia a favor de Conoco Phillips es terrible para la República de Venezuela, sea quien sea el presidente.
1",,,1
Pankri.world,@Pankri_world,2022-08-28T18:34:46.000Z,"Pankri.world
@Pankri_world
·
Aug 28, 2022Oppenheimer & Co. Inc. Reduces Holdings in ConocoPhillips (NYSE:COP) https://pankri.world/oppenheimer-co-inc-reduces-holdings-in-conocophillips-nysecop/…",,,
HispanoPost,@hispanopost,2022-08-28T18:05:00.000Z,"HispanoPost
@hispanopost
·
Aug 28, 2022#ExclusivoHispanoPost | Pago de 8.700 millones de dólares a ConocoPhillips tendrá “implicaciones terribles” para Venezuela, afirma Dolores Dobarro, exviceministra de Energía y Minas https://bit.ly/3wCnC3P 

Por  
@IsgloviA
hispanopost.com
""Sentencia a favor de ConocoPhillips es terrible para Venezuela sea quien sea el presidente"" -...
Dolores Dobarro, sostuvo que la sentencia a favor de Conoco Phillips es terrible para la República de Venezuela, sea quien sea el presidente.",,,
Sumarium,@sumariuminfo,2022-08-28T18:00:00.000Z,"Sumarium
@sumariuminfo
·
Aug 28, 2022#28Ago  | Sentencia contra Venezuela en el caso ConocoPhillips “no es definitiva aún”
sumarium.info
Sentencia contra Venezuela en el caso ConocoPhillips “no es definitiva aún” - Sumarium - Información
Una corte de Estados Unidos decidió que Venezuela debe pagar 8.750 millones de dólares (USD) a la petrolera…
1",,1,
HispanoPost,@hispanopost,2022-08-28T16:05:00.000Z,"HispanoPost
@hispanopost
·
Aug 28, 2022#ExclusivoHispanoPost | ""Sentencia a favor de ConocoPhillips es terrible para Venezuela sea quien sea el presidente"" https://bit.ly/3wCnC3P

Por  
@IsgloviA
hispanopost.com
""Sentencia a favor de ConocoPhillips es terrible para Venezuela sea quien sea el presidente"" -...
Dolores Dobarro, sostuvo que la sentencia a favor de Conoco Phillips es terrible para la República de Venezuela, sea quien sea el presidente.
1",,1,
PuntoDeCorte.net,@Punto_deCorte,2022-08-28T16:05:00.000Z,"PuntoDeCorte.net
@Punto_deCorte
·
Aug 28, 2022#Nacionales | Juez en EE..UU. ordena a Venezuela pagar $8.700 millones por expropiaciones a ConocoPhillips 
puntodecorte.net
Juez en EE UU ordena a Venezuela pagar $8.700 millones por expropiaciones a ConocoPhillips
La administración de Nicolás Maduro rechazó ""categóricamente"" este lunes el dictamen de un juez en Estados Unidos a favor de la energética norteamericana ConocoPhillips",,,
OurWolves,@PVineski,2022-08-28T15:14:41.000Z,"OurWolves
@PVineski
·
Aug 28, 2022@POTUS
 has laid out climate promises and 
@conocophillips
’ massive oil drilling in the Western Arctic is incompatible. The administration can’t deliver on climate change and allow this threat to continue – take action now, https://act.sierraclub.org/actions/National?actionId=AR0365020&id=70131000001Lp1FAAS&utm_campaign=addthis&utm_source=twitter&utm_medium=recruit#.YwuGWKmYLYE.twitter…",,,
HispanoPost,@hispanopost,2022-08-28T15:05:00.000Z,"HispanoPost
@hispanopost
·
Aug 28, 2022#ExclusivoHispanoPost | Pago de 8.700 millones de dólares a ConocoPhillips tendrá “implicaciones terribles” para Venezuela, afirma Dolores Dobarro, exviceministra de Energía y Minas https://bit.ly/3wCnC3P 

Por  
@IsgloviA
hispanopost.com
""Sentencia a favor de ConocoPhillips es terrible para Venezuela sea quien sea el presidente"" -...
Dolores Dobarro, sostuvo que la sentencia a favor de Conoco Phillips es terrible para la República de Venezuela, sea quien sea el presidente.
2
2",,2,2
Cesar A. Astudillo,@astudi_ces,2022-08-28T14:29:27.000Z,"Cesar A. Astudillo
@astudi_ces
·
Aug 28, 2022#UniónParaLaVictoria
Petroleros latinoamericanos rechazan sentencia a favor de ConocoPhillips
ultimasnoticias.com.ve
Petroleros latinoamericanos rechazan sentencia a favor de ConocoPhillips
La sentencia permite que ésta ejecute un laudo arbitral hasta por 8.7 billones de …",,,
Tickeron,@Tickeron,2022-08-28T14:14:33.000Z,"Tickeron
@Tickeron
·
Aug 28, 2022$COP's 10-day Moving Average moved above its 50-day Moving Average on August 15, 2022. View odds for this and other indicators: https://srnk.us/go/3950215 #ConocoPhillips",,,
HispanoPost,@hispanopost,2022-08-28T14:05:00.000Z,"HispanoPost
@hispanopost
·
Aug 28, 2022#ExclusivoHispanoPost | Dolores Dobarro, exviceministra de Energía y Minas, afirmó que la sentencia a favor de ConocoPhillips es terrible: “Venezuela es la que está condenada” https://bit.ly/3wCnC3P 

Por  
@IsgloviA
hispanopost.com
""Sentencia a favor de ConocoPhillips es terrible para Venezuela sea quien sea el presidente"" -...
Dolores Dobarro, sostuvo que la sentencia a favor de Conoco Phillips es terrible para la República de Venezuela, sea quien sea el presidente.
1
1",,1,1
Audubon Society,@audubonsociety,2022-08-28T14:05:00.000Z,"Audubon Society
@audubonsociety
·
Aug 28, 2022The Teshekpuk Lake wetlands complex—a vital habitat for Dunlins and other vulnerable species—is threatened by a proposed ConocoPhillips oil development. Act now and urge 
@BLMNational
 to deny this harmful project. Comments due tomorrow: https://bit.ly/3T9VxKL
15
41",,15,41
energynews.pro #español,@energynewsproes,2022-08-28T08:18:03.000Z,"energynews.pro #español
@energynewsproes
·
Aug 28, 2022ConocoPhillips recibe 8.700 millones de dólares
energynews.pro
ConocoPhillips recibe 8.700 millones de dólares
Un tribunal de EE.UU. confirma la concesión de 8.750 millones de dólares a ConocoPhillips por la expropiación de activos venezolanos.",,,
Neil,@neil_ndbress,2022-08-28T06:35:55.000Z,"Neil
@neil_ndbress
·
Aug 28, 2022Replying to 
@anasalhajji
Only five stocks in the S&P500 advanced on Friday 
Two of the five were CF Industries (fertilizer) and ConocoPhillips 
https://link.investopedia.com/view/561de3563b35d03e568b7cbdh6s9x.jz3c/14895328…
1",,,1
Alaska State Fair,@AlaskaStateFair,2022-08-28T06:01:09.000Z,"Alaska State Fair
@AlaskaStateFair
·
Aug 28, 2022 Then Leann Rimes took the stage at the ConocoPhillips Borealis Theatre, celebrating her birthday right here in Alaska. Part of the AT&T Concert Series. 

As we wind down Saturday, we are looking forward to Sunday and many more exciting things. 
1
1",1,,1
